Word	uniqueID	WordNet ID	Wordnet ID2	Wordnet ID3	Wordnet ID4	WordNet Synonyms	Definition (from WordNet, Google, or Wikipedia)	Bigram	Percent_known	Rank (combining COCA/concreteness)	Concreteness (M)	COCA word freq (online)	COCA word freq	COCA (dispersion)	COCA (rank)	BNC freq	SUBTLEX freq	Dominant Part of Speech	Bottom-up Category (Human Raters)	Top-down Category (WordNet)	Top-down Category (manual selection)	All Bottom-up Categories	Number of word meanings in list	Example image
pencil sharpener	pencil_sharpener	n03908714	pencil_sharpener%1:06:00::	pencil_sharpener#1	pencil_sharpener.n.01	pencil_sharpener	a rotary implement for sharpening the point on pencils	1	1	14409.5	4.93	65					0	#N/A	office supply		office supply, tool	school supply, office supply	1	https://imgur.com/tQGksPO
pendulum	pendulum	n03909160	pendulum%1:06:00::	pendulum#1	pendulum.n.01	pendulum	an apparatus consisting of an object mounted so that it swings freely under the influence of gravity	0	0.9	9517.5	4.69	1166	957	0.94	12965		27	Noun				scientific equipment	1	https://imgur.com/mH53J4l
penguin	penguin	n02055803	penguin%1:05:00::	penguin#1	penguin.n.01	penguin	short-legged flightless birds of cold southern especially Antarctic regions having webbed feet and wings modified as flippers	0	1	5499.5	5	2352	1312	0.8	11918	474	147	Noun	animal, bird	animal, bird	animal, bird	flightless bird, animal, bird	1	https://imgur.com/WRlIqOU
penholder	penholder					penholder	a holder or handle for a pen point	0	0.96	19357	4.6	9					0	#N/A	office supply			office supply	1	https://imgur.com/wQT9pBf
penlight	penlight	n03911767	penlight%1:06:00::	penlight#1	penlight.n.01	penlight	a small flashlight resembling a fountain pen	0	0.91	15593	4.71	163	117	0.79	33420		6	Noun			medical equipment, tool	flashlight	1	https://imgur.com/9kFZhMC
pennant	pennant	n06875288	pennant%1:10:00::	pennant#2	pennant.n.02	pennant	a flag longer than it is wide (and often tapering)	0	0.96	12467	4.37	819	881	0.89	13875	85	38	Noun				flag, decoration	1	https://imgur.com/W7EGtTn
pepper mill	pepper_mill	n03914337	pepper_mill%1:06:00::	pepper_mill#1	pepper_mill.n.01	pepper_mill, pepper_grinder	a mill for grinding pepper	1	0.97	18032	4.68	32					0	#N/A			kitchen tool	spice	1	https://imgur.com/I7YkxOq
pepper	pepper1	n07815588	pepper%1:13:01::	pepper#3	pepper.n.03	pepper, peppercorn	pungent seasoning from the berry of the common pepper plant of East India; use whole or ground	0	1	5092.5	4.59	24158	20220	0.87	1933	965	449	Noun	vegetable	food	food	vegetable	2	https://imgur.com/gOGc7b3
pepper	pepper2	n07720442	pepper%1:13:02::	pepper#4	pepper.n.04	pepper	sweet and hot varieties of fruits of plants of the genus Capsicum	0	1	5092.5	4.59	24158	20220	0.87	1933	965	449	Noun	kitchen tool	vegetable	food, vegetable	kitchen tool	2	https://imgur.com/aFnMzMO
peppermint	peppermint	n07606538	peppermint%1:13:01::	peppermint#3	peppermint.n.03	peppermint, peppermint_candy	a candy flavored with peppermint oil	0	1	12765.5	4.43	890	698	0.87	15749		71	Noun		food	food	candy	1	https://imgur.com/hR4FmRJ
pepperoni	pepperoni	n07677480	pepperoni%1:13:00::	pepperoni#1	pepperoni.n.01	pepperoni	a pork and beef sausage (or a thin slice of this sausage)	0	1	10038	5	401	301	0.88	22880		131	Noun	food		food	cured meat, meat, food	1	https://imgur.com/N0EI528
perfume	perfume	n03916031	perfume%1:06:00::	perfume#2	perfume.n.02	perfume, essence	a toiletry that emits and diffuses a fragrant odor	0	1	6924.5	4.66	3454	3168	0.9	6687	556	583	Noun				fragrance, beauty product	1	https://imgur.com/eVkcXa3
periscope	periscope	n03917048	periscope%1:06:00::	periscope#1	periscope.n.01	periscope	an optical instrument that provides a view of an otherwise obstructed field	0	1	13746	4.78	225	189	0.77	28792		70	Noun				observation device	1	https://imgur.com/PbD7FXS
pesto	pesto	n07832416	pesto%1:13:00::	pesto#1	pesto.n.01	pesto	a sauce typically served with pasta; contains crushed basil leaves and garlic and pine nuts and Parmesan cheese in olive oil	0	0.86	11617	4.46	1290	933	0.84	13889		25	Noun	food	food	food	sauce, food, condiment	1	https://imgur.com/ibJWQiV
pet food	pet_food	n07805731	pet-food%1:13:00::	pet-food#1	pet-food.n.01	petfood, pet-food, pet_food	food prepared for animal pets	1	1	11181	4.89	295					0	#N/A		food		pet supply	1	https://imgur.com/CmryHrA
petal	petal	n11690455	petal%1:20:00::	petal#1	petal.n.01	petal, flower_petal	part of the perianth that is usually brightly colored	0	1	8839.5	4.57	519	1903	0.91	8977	113	45	Noun				part of flower	1	https://imgur.com/6llF1Lv
petri dish	petri_dish	n03920288	petri_dish%1:06:00::	Petri_dish#1	Petri_dish.n.01	Petri_dish	a shallow dish used to culture bacteria	1	0.97	16294	4.52	180					0	#N/A		container	container	laboratory equipment, scientific equipment	1	https://imgur.com/CQrbjgr
pheasant	pheasant	n01803078	pheasant%1:05:00::	pheasant#1	pheasant.n.01	pheasant	large long-tailed gallinaceous bird native to the Old World but introduced elsewhere	0	1	9084.5	4.75	687	903	0.83	14247	196	41	Noun	bird	animal, bird	animal, bird	bird	1	https://imgur.com/BbvBnLG
phone	phone	n04401088	phone%1:06:00::	phone#1	phone.n.01	telephone, phone, telephone_set	electronic equipment that converts sound into electrical signals that can be transmitted over distances and then converts received signals back into sounds	0	1	1722.5	4.86	86964	71599	0.95	557	8126	13756	Noun				communication device	1	https://imgur.com/7ictc3w
phone booth	phone_booth	n04401680	phone_booth%1:06:00::	phone_booth#1	phone_booth.n.01	telephone_booth, phone_booth, call_box, telephone_box, telephone_kiosk	booth for using a telephone	1	1	8978	4.89	583					0	#N/A				communication device	1	https://imgur.com/7AfaYID
photo booth	photo_booth					photo_booth	a vending machine or modern kiosk that contains an automated, usually coin-operated, camera and film processor	1	1	14891	4.88	69					0	#N/A				photography, kiosk	1	https://imgur.com/aHshGfT
photograph	photograph	n03925226	photo%1:06:00::	photo#1	photo.n.01	photograph, photo, exposure, picture, pic	a representation of a person or scene in the form of a print or transparent slide; recorded by a camera on light-sensitive material	0	1	1985	4.89	52112	22016	0.96	1649		579	Noun				image	1	https://imgur.com/Yr7c3eQ
piano	piano	n03928116	piano%1:06:00::	piano#1	piano.n.01	piano, pianoforte, forte-piano	a keyboard instrument that is played by depressing keys that cause hammers to strike tuned strings and produce sounds	0	1	2710	4.9	11214	8968	0.95	3320	1966	1268	Noun	musical instrument	musical instrument	musical instrument	musical instrument	1	https://imgur.com/uvVIkOh
pickax	pickax	n03929202	pickax%1:06:00::	pickax#1	pickax.n.01	pick, pickax, pickaxe	a heavy iron tool with a wooden handle and a curved head that is pointed on both ends	0	0.86	16189	4.72	119	82	0.84	36645		11	Noun	tool	tool	weapon, tool	tool	1	https://imgur.com/aK92YAI
pickle	pickle	n07824988	pickle%1:13:00::	pickle#1	pickle.n.01	pickle	vegetables (especially cucumbers) preserved in brine or vinegar	0	1	8818	4.64	1021	1474	0.93	10281	138	235	Noun	food	food	food	food, preserved food	1	https://imgur.com/HV5zzYG
pie	pie	n07625493	pie%1:13:00::	pie#1	pie.n.01	pie	dish baked in pastry-lined pan often with a pastry top	0	1	2576.5	4.92	10207	9019	0.94	3345	1159	1466	Noun	food, dessert		food, dessert	dessert, food	1	https://imgur.com/SVuQM7V
piecrust	piecrust	n07623263	pie_crust%1:13:00::	pie_crust#1	pie_crust.n.01	pie_crust, pie_shell	pastry used to hold pie fillings	0	0.96	12815.5	4.83	215					0	#N/A			food	pastry dough, pastry	1	https://imgur.com/9rGrwUk
pig	pig	n02395406	pig%1:05:00::	pig#1	pig.n.01	hog, pig, grunter, squealer, Sus_scrofa	domestic swine	0	1	1901.5	5	6195	8307	0.95	3511	1351	1996	Noun	animal	animal	animal, food	animal, farm animal	1	https://imgur.com/3nORF8c
pigeon	pigeon	n01811909	pigeon%1:05:00::	pigeon#1	pigeon.n.01	pigeon	wild and domesticated birds having a heavy body and short legs	0	1	7034	4.71	1573	2282	0.9	8131	407	301	Noun	bird	animal, bird	animal, bird	bird	1	https://imgur.com/icT3iF7
piggy bank	piggy_bank	n03935335	piggy_bank%1:06:00::	piggy_bank#1	piggy_bank.n.01	piggy_bank, penny_bank	a child's coin bank (often shaped like a pig)	1	1	11837.5	4.96	188					0	#N/A		container	container	money storage container	1	https://imgur.com/U9ZAXjt
piglet	piglet	n02395694	piglet%1:05:00::	piglet#1	piglet.n.01	piglet, piggy, shoat, shote	a young pig	0	1	11363.5	4.93	161	239	0.88	25083	41	108	Noun	animal	animal	animal	animal, baby animal	1	https://imgur.com/GpEZmbE
pill	pill	n03936568	pill%1:06:00::	pill#2	pill.n.02	pill, lozenge, tablet, tab	a dose of medicine in the form of a small pellet	0	1	4686.5	4.72	5025	8537	0.94	3448	598	603	Noun				medicine	1	https://imgur.com/1Yt4sQ2
pillbox	pillbox	n03937751	pillbox%1:06:01::	pillbox#2	pillbox.n.02	pillbox	a small case for holding pills	0	1	12075.5	4.96	158	173	0.86	28658	41	25	Noun		container	medical equipment, container	medical container	1	https://imgur.com/j8DCAdw
pillow	pillow	n03938244	pillow%1:06:00::	pillow#1	pillow.n.01	pillow	a cushion to support the head of a sleeping person	0	1	2106.5	5	5958	7122	0.9	4048	720	581	Noun	home decor		home decor	home decor	1	https://imgur.com/AYz8k0h
pin	pin	n03940256	pin%1:06:00::	pin#8	pin.n.08	pin	a small slender (often pointed) piece of wood or metal used to support or fasten or attach things	0	1	3136.5	4.92	4824	6000	0.93	4386	1278	835	Noun			tool	sewing accessory	1	https://imgur.com/XPt2iyy
pinball	pinball	n00459284	pinball%1:04:00::	pinball#1	pinball.n.01	pinball, pinball_game	a game played on a sloping board; the object is to propel marbles against pins or into pockets	0	0.93	14429	4.48	439	362	0.89	21092		78	Noun			electronic device	arcade game	1	https://imgur.com/GWy6sNc
pincushion	pincushion	n03942126	pincushion%1:06:00::	pincushion#1	pincushion.n.01	pincushion	a small stiff cushion into which pins are stuck ready for use	0	1	16357	4.69	97	89	0.84	35753		9	Noun				sewing accessory	1	https://imgur.com/coXC7zm
pine needle	pine_needle	n13157595	needle%1:20:00::	needle#1	needle.n.01	acerate_leaf, needle	the leaf of a conifer	1	1	17156	4.74	40					0	#N/A				part of tree	1	https://imgur.com/oWJmiES
pine tree	pine_tree	n11608250	pine%1:20:00::	pine#1	pine.n.01	pine, pine_tree, true_pine	a coniferous tree	1	1	9663	4.96	375					0	#N/A		plant	plant	tree, tree, evergreen	1	https://imgur.com/WxNsWAY
pineapple	pineapple	n07753275	pineapple%1:13:00::	pineapple#2	pineapple.n.02	pineapple, ananas	large sweet fleshy tropical fruit with a terminal tuft of stiff leaves; widely cultivated	0	1	5109	4.94	2193	1833	0.89	9278		130	Noun	fruit	fruit	food, fruit	fruit	1	https://imgur.com/AVPjFHG
pinecone	pinecone	n11683331	pinecone%1:20:00::	pinecone#1	pinecone.n.01	pinecone	the seed-producing cone of a pine tree	0	0.96	13865.5	4.85	90	138	0.81	31554		13	Noun			home decor	seed	1	https://imgur.com/4C7oS8R
ping-pong table	ping-pong_table	n04381587	ping-pong_table%1:06:00::	ping-pong_table#1	ping-pong_table.n.01	table-tennis_table, ping-pong_table, pingpong_table	a table used for playing table tennis	1	1	13801	4.93	90					0	#N/A	sports equipment	furniture	sports equipment	sports equipment	1	https://imgur.com/V3ifXoL
pinwheel	pinwheel	n03944138	pinwheel%1:06:01::	pinwheel#3	pinwheel.n.03	pinwheel, pinwheel_wind_collector	a toy consisting of vanes of colored paper or plastic that is pinned to a stick and spins when it is pointed into the wind	0	1	15143	4.66	186	176	0.89	28068		7	Noun	toy	toy	home decor, toy	toy	1	https://imgur.com/ivS6KKt
pipe	pipe1	n03945167	pipe%1:06:01::	pipe#1	pipe.n.01	pipe, tobacco_pipe	a tube with a small bowl at one end; used for smoking tobacco	0	1	2808	4.88	8987	10432	0.95	2999	2522	989	Noun				smoking device	2	https://imgur.com/EmW7Qs5
pipe	pipe2	n03944672	pipe%1:06:00::	pipe#2	pipe.n.02	pipe, pipage, piping	a long tube made of metal or plastic that is used to carry water or oil or gas etc.	0	1	2808	4.88	8987	10432	0.95	2999	2522	989	Noun				plumbing equipment	2	https://imgur.com/ewdvu7j
pistachio	pistachio	n07775050	pistachio%1:13:00::	pistachio#2	pistachio.n.02	pistachio, pistachio_nut	nut of Mediterranean trees having an edible green kernel	0	1	8948.5	4.93	354	507	0.85	18590		77	Noun		fruit	food	nut	1	https://imgur.com/dGvgtOZ
pita	pita	n07683617	pita%1:13:00::	pita#1	pita.n.01	pita, pocket_bread	usually small round bread that can open into a pocket for filling	0	0.97	14450	4.29	788	562	0.85	17689		57	Noun	food	food	food	bread, food	1	https://imgur.com/9wmzQ13
pitcher	pitcher	n03950228	pitcher%1:06:00::	pitcher#2	pitcher.n.02	pitcher, ewer	an open vessel with a handle and a spout for pouring	0	1	2442	4.93	8043	8835	0.89	3501	89	165	Noun		container	container	glassware	1	https://imgur.com/CcQ81w9
pitchfork	pitchfork	n03950359	pitchfork%1:06:00::	pitchfork#1	pitchfork.n.01	pitchfork	a long-handled hand tool with sharp widely spaced prongs for lifting and pitching hay	0	1	10348.5	5	290	275	0.88	23752	51	35	Noun		tool	weapon, tool	farm tool, garden tool	1	https://imgur.com/7y5vh5Y
pizza	pizza	n07873807	pizza%1:13:00::	pizza#1	pizza.n.01	pizza, pizza_pie	Italian open pie made of thin bread dough spread with a spiced mixture of e.g. tomato sauce and cheese	0	1	2103.5	5	9348	7130	0.93	3948	485	1709	Noun	food	food	food	food	1	https://imgur.com/QpGFFom
place mat	place_mat	n03952886	place_mat%1:06:00::	place_mat#1	place_mat.n.01	place_mat	a mat serving as table linen for an individual place setting	1	1	12744.5	5	84					0	#N/A			home decor	table accessory	1	https://imgur.com/3cvm391
plant	plant	n00017222	plant%1:03:00::	plant#2	plant.n.02	plant, flora, plant_life	(botany) a living organism lacking the power of locomotion	0	1	2819.5	4.76	40464	63476	0.93	623	8164	1408	Noun			plant	vegetation, flora	1	https://imgur.com/77Wulhk
plaster cast	plaster_cast	n02979836	plaster_cast%1:06:00::	plaster_cast#1	plaster_cast.n.01	cast, plaster_cast, plaster_bandage	bandage consisting of a firm covering (often made of plaster of Paris) that immobilizes broken bones while they heal	1	1	16231.5	4.85	35					0	#N/A	medical equipment		medical equipment	medical bandage, medical equipment	1	https://imgur.com/boJ89k9
plastic film	plastic_film	n03339296	plastic_film%1:06:00::	plastic_film#1	plastic_film.n.01	film, plastic_film	a thin sheet of (usually plastic and usually transparent) material used to wrap or cover things	1	1	14169	4.9	87					0	#N/A				kitchen supply, food wrap	1	https://imgur.com/SUMOwnt
plate	plate	n03959485	plate%1:06:00::	plate#4	plate.n.04	plate	dish on which food is served or from which food is eaten	0	1	3199	4.77	22264	24592	0.94	1530	4096	1308	Noun				dinnerware	1	https://imgur.com/Vx2WhFu
platypus	platypus	n01873310	platypus%1:05:00::	platypus#1	platypus.n.01	platypus, duckbill, duckbilled_platypus, duck-billed_platypus, Ornithorhynchus_anatinus	small densely furred aquatic monotreme of Australia and Tasmania having a broad bill and tail and webbed feet; only species in the family Ornithorhynchidae	0	0.97	16081.5	4.83	82	46	0.82	43994		3	Noun	animal	animal	animal	animal, mammal	1	https://imgur.com/VHqCrw3
playing card	playing_card	n03963982	playing_card%1:06:00::	playing_card#1	playing_card.n.01	playing_card	one of a pack of cards that are used to play card games	1	1	17688	4.57	81					0	#N/A				game	1	https://imgur.com/wtvsTiA
playpen	playpen	n03964495	playpen%1:06:00::	playpen#1	playpen.n.01	playpen, pen	a portable enclosure in which babies may be left to play	0	1	13514	4.76	229	217	0.87	26148	22	35	Noun				baby equipment	1	https://imgur.com/MmgzozI
pliers	pliers	n03966976	pliers%1:06:00::	pliers#1	pliers.n.01	pliers, pair_of_pliers, plyers	a gripping hand tool with two hinged arms and (usually) serrated jaws	0	1	9137	4.93	656	479	0.87	18874	72	59	Noun	tool	tool	tool	tool, hand tool	1	https://imgur.com/YeqCt49
plug	plug	n03968293	plug%1:06:03::	plug#5	plug.n.05	plug, male_plug	an electrical device with two or three pins that is inserted in a socket to make an electrical connection	0	1	7427	4.64	2615	2668	0.92	7301	912	531	Noun				electronic component	1	https://imgur.com/7cSO2Ae
plum	plum	n07751451	plum%1:13:00::	plum#2	plum.n.02	plum	any of numerous varieties of small to medium-sized round or oval fruit having a smooth skin and a single pit	0	1	5559.5	4.85	2594	2411	0.92	7800	287	174	Noun	fruit	fruit	food, fruit	fruit	1	https://imgur.com/EAlSvPE
plunger	plunger	n03970156	plunger%1:06:01::	plunger#3	plunger.n.03	plunger, u"plumber's_helper"]	hand tool consisting of a stick with a rubber suction cup at one end; used to clean clogged drains	0	1	12206	4.96	166	165	0.84	29302	51	48	Adjective	tool	tool	tool	plumbing tool, tool	1	https://imgur.com/NxGLmC1
pocket	pocket	n03972524	pocket%1:06:00::	pocket#1	pocket.n.01	pocket	a small pouch inside a garment for carrying small articles	0	1	4120	4.68	21674	23580	0.91	1625	3575	1821	Noun		container	container	clothing feature, part of pants	1	https://imgur.com/8kRi7XC
pocket watch	pocket_watch	n03973839	pocket_watch%1:06:00::	pocket_watch#1	pocket_watch.n.01	pocket_watch	a watch that is carried in a small watch pocket	1	1	11183.5	4.97	223					0	#N/A				timepiece, accessory	1	https://imgur.com/32QLm2b
pocketknife	pocketknife	n03973628	pocketknife%1:06:00::	pocketknife#1	pocketknife.n.01	pocketknife, pocket_knife	a knife with a blade that folds into the handle; suitable for carrying in the pocket	0	1	12126	4.93	257	185	0.87	27795		17	Noun	tool	tool	weapon, tool	tool	1	https://imgur.com/AjRmLHp
pogo stick	pogo_stick	n03974070	pogo_stick%1:06:00::	pogo_stick#1	pogo_stick.n.01	pogo_stick	plaything consisting of a pole with foot rests and a strong spring; propelled by jumping	1	1	13733	4.96	82					0	#N/A	toy	toy	toy	toy	1	https://imgur.com/NbfJV9B
poinsettia	poinsettia	n12920204	poinsettia%1:20:00::	poinsettia#1	poinsettia.n.01	poinsettia, Christmas_star, Christmas_flower, lobster_plant, Mexican_flameleaf, painted_leaf, Euphorbia_pulcherrima	tropical American plant having poisonous milk and showy tapering usually scarlet petallike leaves surrounding small yellow flowers	0	0.96	11917	4.92	126	212	0.84	26790		3	Noun	plant	plant	plant	plant, flower	1	https://imgur.com/yzkHHwu
poker	poker	n03975926	poker%1:06:00::	poker#1	poker.n.01	poker, stove_poker, fire_hook, salamander	fire iron consisting of a metal rod with a handle; used to stir a fire	0	1	11254	4.2	3092	2179	0.92	8284	227	819	Noun			tool	fireplace tool	1	https://imgur.com/3nylFAY
polar bear	polar_bear	n02134084	polar_bear%1:05:00::	polar_bear#1	polar_bear.n.01	ice_bear, polar_bear, Ursus_Maritimus, Thalarctos_maritimus	white bear of Arctic regions	1	1	7651	5	633					0	#N/A	animal	animal	animal	animal	1	https://imgur.com/XveN6Q8
